"experiment_id"	"Harvest.Date"	"Run"	"Plate"	"Column"	"Row"	"species"	"normalized_OD"	"qpcr_4plex_Cy5.356."	"qpcr_3plex_TR.360."	"qpcr_3plex_FAM.361."	"qpcr_4plex_FAM.492."	"qpcr_3plex_HEX.500."	"qpcr_4plex_TR.502."	"qpcr_4plex_HEX.519."	"nmr_row"	"nmr_column"	"nmr_rack"	"nmr_position"	"unknown1"	"unknown2"	"unknown3"	"Butyrate"	"Isovalerate"	"Leucine"	"Valine"	"Isoleucine"	"Propionate"	"unknown4"	"Ethanol"	"Lactate"	"Isocaproate"	"unknown5"	"Alanine"	"unknown6"	"Acetate"	"unknown7"	"unknown8"	"Methionine"	"unknown9"	"Glutamate"	"Isobutyrate"	"Succinate"	"2-Oxoisocaproate"	"Aspartate"	"unknown10"	"Asparagine"	"Lysine"	"Choline"	"Proline"	"Cystine"	"unknown11"	"Glycine"	"Glycerol"	"unknown12"	"unknown13"	"unknown14"	"Betaine"	"Serine"	"Isopropanol"	"Pyroglutamate"	"Threonine"	"Trehalose"	"Lactose"	"unknown15"	"unknown16"	"unknown17"	"unknown18"	"Uracil"	"Uridine"	"unknown19"	"unknown20"	"Cytosine"	"unknown21"	"Cytidine"	"Adenosine"	"Inosine"	"unknown22"	"unknown23"	"unknown24"	"unknown25"	"Urocanate"	"Fumarate"	"Tyramine"	"Tyrosine"	"Histidine"	"unknown26"	"Tryptophan"	"Phenylalanine"	"unknown27"	"unknown28"	"unknown29"	"unknown30"	"unknown31"	"UMP"	"Hypoxanthine"	"unknown32"	"Adenine"	"unknown33"	"unknown34"	"unknown35"	"Formate"	"AMP"	"Nicotinate"	"Nicotinamide"
"211A"	"1/11/2017"	2	1	1	"A"	"356"	0.178458321	3.063198473	2.59552e-06	NA	NA	NA	NA	4.18635e-05	"A"	11	1	"1A11"	0.013339	0.009261	2.1364	2.3451	3.4017	5.7942	2.2908	1.1863	1.1933	0.026924	0.99647	0.39107	0.17978	0.23032	1.212	1.1863	2.1964	2.3863	0.42996	0.83215	0.12315	0.83791	0.15686	1.105	0.13802	0.69922	0.14602	0.63049	2.61	0.18278	0.49877	0.1427	0.043285	0.46655	0.17833	0.092148	0.80081	0.16352	0.40277	0.51144	0.19458	2.0839	1.2023	0.031682	0.02235	0.0019901	0.0023802	0.0068225	0.016896	0.022858	0.018324	0.006836	0.00594	0.0020891	0.0035038	0.0068151	0.019131	0.0069084	0.0031764	0.0066966	0.0027198	0.01057	0.00056723	0.00044389	0.34491	0.36967	0.12417	0.37082	0.20191	1.0608	0.040224	0.014658	0.034243	0.019751	0.027454	0.044447	0.037271	0.01752	0.012195	0.015919	0.0099872	0.0045001	0.021285	0.0024419	0.0089848	0.0042658
"263A"	"1/11/2017"	2	6	3	"A"	"492,500"	0.105358335	NA	NA	NA	2.266805328	1.16723735	NA	1.37182e-05	"A"	12	1	"1A12"	0.013644	0.0085395	1.388	2.7546	2.1236	6.3433	2.9139	1.7989	0.16069	0.025287	1.0324	1.0915	0.11613	0.2386	3.055	1.5828	0.91408	1.8341	0.38936	0.79699	0.10914	0.77345	0.11361	1.0426	0.12535	0.63664	0.13553	0.59076	2.4481	0.17306	0.47088	0.16304	0.18934	0.44199	0.1594	0.14965	0.86222	0.16065	0.36798	0.39571	0.1527	1.8861	1.2921	0.307	0.0055059	0.0011354	0.0014829	0.0018856	0.0034813	0.039597	0.0067876	0.0085202	0.013579	0.0020849	0.0031058	0.0051724	0.019205	0.0025624	0.0010674	0.00085181	0.0010499	0.0010241	0.0070427	0.00065507	0.33523	0.31788	0.10368	0.34438	0.17277	0.99545	0.044043	0.014634	0.019673	0.013678	0.024781	0.035667	0.017908	0.010535	0.064547	0.0059356	0.0068438	0.0026027	0.024432	0.0013034	0.00857	0.0026866
"134A"	"1/10/2017"	1	3	4	"A"	"356,502"	0.176766654	2.368386895	NA	8.37052e-06	NA	NA	0.036078294	5.83393e-05	"B"	1	1	"1B1"	0.013268	0.0088293	2.25	2.428	4.9346	4.1367	1.6633	0.82646	1.2919	0.024517	0.98654	0.3471	0.1902	0.20615	1.0741	1.2896	1.7679	2.8014	0.40025	0.76831	0.11898	0.78446	0.17096	1.086	0.13121	0.65552	0.13784	0.58747	2.4417	0.15497	0.44154	0.089918	0.040435	0.43097	0.16584	0.087173	0.5961	0.15094	0.382	0.47199	0.17522	1.9368	1.1447	0.029959	0.021844	0.0023823	0.0021124	0.0078543	0.0078438	0.020258	0.017619	0.0067109	0.0062292	0.0022383	0.0032161	0.0061593	0.021368	0.0072688	0.003053	0.0084621	0.002832	0.010266	0.000965	0.00022742	0.32011	0.34175	0.1136	0.34662	0.1891	0.98641	0.038472	0.014356	0.035874	0.022241	0.025574	0.040153	0.032072	0.017421	0.011422	0.014951	0.0093465	0.0041505	0.019641	0.0022802	0.0076958	0.0015014
"213A"	"1/11/2017"	2	1	3	"A"	"361"	0.030058327	NA	NA	1.076426504	NA	3.1207e-05	NA	9.42479e-05	"B"	2	1	"1B2"	0.011427	0.0087366	1.4698	1.8434	1.9626	6.7714	2.9748	1.9291	0.17286	0.029941	1.0772	4.0843	0.12591	0.25818	3.1562	0.7995	1.3691	1.9346	0.43804	0.86202	0.11777	0.8474	0.12612	1.0512	0.13518	0.7005	0.14223	0.63642	2.6212	0.1971	0.50692	0.18216	0.043272	0.46026	0.1824	0.085042	0.92231	0.20268	0.38632	0.783	0.18096	2.0368	1.4754	0.0085102	0.0068697	0.0013596	0.0026212	0.007247	0.0061088	0.039834	0.012017	0.0062017	0.0064897	0.0025133	0.0037367	0.0069947	0.011208	0.0012772	0.0032044	0.006679	0.003665	0.0102	0.00099522	0.00011788	0.36713	0.35521	0.13847	0.36149	0.20038	1.0785	0.036067	0.010424	0.033875	0.014732	0.02626	0.049361	0.010612	0.012352	0.050119	0.016137	0.010571	0.0047262	0.097479	0.0037261	0.010065	0.0023223
"312A"	"1/12/2017"	3	1	2	"A"	"360"	0.013091663	NA	0.854359132	NA	NA	NA	NA	NA	"B"	3	1	"1B3"	0.010263	0.0078543	1.3357	1.6648	1.5713	6.5194	3.004	2.0528	0.17262	0.029018	0.93505	2.088	0.11034	0.256	3.3291	0.66952	1.0858	1.8274	0.39783	0.88987	0.1084	0.82958	0.12328	1.0365	0.12561	0.64127	0.13605	0.61424	2.6239	0.17526	0.50741	0.17528	0.19853	0.51182	0.1695	0.1603	0.92297	0.22608	0.38958	0.75055	0.1487	1.7637	1.4158	0.31675	0.020425	0.0019935	0.0066082	0.0017306	0.0041497	0.023644	0.012917	0.01071	0.016265	0.0032498	0.0059846	0.0049589	0.017383	0.0023223	0.0067154	0.0011881	0.0076234	0.0014651	0.00049412	0.0018053	0.40211	0.29428	0.16714	0.34611	0.17924	1.0669	0.042238	0.024709	0.019764	0.01589	0.029874	0.043271	0.0099959	0.010732	0.056797	0.0064516	0.018683	0.0032451	0.022994	0.0086155	0.0094097	0.0016383
"171A"	"1/10/2017"	1	7	1	"A"	"492,519"	0.302566668	1.1e-07	NA	NA	0.194213304	NA	NA	130.2028296	"B"	4	1	"1B4"	0.0084531	0.010454	1.0408	1.0747	2.0796	5.9025	3.7469	2.1954	1.5131	0.022096	0.79054	1.0909	0.098363	0.26175	4.1718	0.54983	3.1082	2.1315	0.4956	1.0382	0.09816	1.0816	0.090876	1.7246	0.088783	0.30733	0.10567	0.42871	2.7235	0.2845	1.4247	0.11626	0.033646	0.43837	0.1857	0.054176	0.79987	0.10989	0.32178	0.49036	0.12681	1.4173	1.0044	0.0070347	0.0046976	0.0023281	0.0014818	0.0022401	0.010393	0.027259	0.018772	0.0062827	0.0060354	0.001744	0.0028654	0.0039417	0.038228	0.0038069	0.00061889	0.0011154	0.0019134	0.0014899	0.0011502	0.0017162	0.47459	0.17609	0.15251	0.27076	0.17453	1.2031	0.031827	0.017682	0.010621	0.028031	0.010947	0.029596	0.005675	0.0092957	0.044072	0.0029659	0.0049847	0.0016378	0.1088	0.0012585	0.0040672	0.0065087
"242A"	"1/11/2017"	2	4	2	"A"	"360,361"	0.030258331	1.50322e-05	0.129661649	1.324576638	NA	NA	NA	9.41824e-05	"B"	5	1	"1B5"	0.010457	0.0075323	1.365	1.7864	1.8347	6.3699	2.8094	1.8427	0.1733	0.028668	1.0318	3.7808	0.1162	0.24366	3.0304	0.73814	1.2918	1.8136	0.40566	0.81203	0.10804	0.80389	0.11693	0.99326	0.12655	0.64726	0.13313	0.60319	2.4884	0.17953	0.48129	0.16959	0.040211	0.44967	0.16921	0.082367	0.86424	0.1927	0.35761	0.72435	0.1582	1.8528	1.3761	0.0075711	0.0060901	0.0017298	0.0022276	0.0051652	0.0049895	0.036977	0.010792	0.0062439	0.0075173	0.003106	0.0039065	0.0058121	0.011094	0.0017321	0.0036282	0.0045391	0.0042698	0.0078128	0.00044413	0.0015589	0.35444	0.3216	0.14528	0.34093	0.18808	1.0133	0.035631	0.0092868	0.027779	0.013573	0.031994	0.043829	0.0097311	0.0098003	0.047072	0.01287	0.012118	0.0044968	0.086646	0.0047955	0.0087207	0.0022073
"114A"	"1/10/2017"	1	1	4	"A"	"492"	0.087266674	NA	9.28224e-05	1.48487e-05	5.83984932	NA	8.4191e-06	1.78258e-05	"B"	6	1	"1B6"	0.013594	0.0085285	1.3981	2.7106	2.1548	6.3527	2.9182	1.7712	0.16985	0.026165	1.0115	0.98295	0.1169	0.23969	3.0813	1.5608	0.87031	1.8347	0.38983	0.79513	0.10947	0.78275	0.11663	1.0331	0.12466	0.63339	0.13567	0.60357	2.4558	0.1719	0.47776	0.16029	0.18958	0.44792	0.16592	0.15072	0.86599	0.16105	0.36532	0.40975	0.16135	1.8804	1.2484	0.30795	0.0056708	0.0010739	0.0011649	0.0017514	0.0033696	0.040393	0.0068738	0.0073468	0.012111	0.0021912	0.0035171	0.0047472	0.017022	0.0015034	0.00077366	0.00071138	0.0012007	0.00084716	3.531e-05	0.00061354	0.34007	0.31477	0.12249	0.33728	0.17245	1.0001	0.037143	0.017186	0.020196	0.015502	0.024741	0.037403	0.0098174	0.010783	0.070225	0.0052089	0.007275	0.0025318	0.013578	0.0011079	0.0029072	0.0065597
"212A"	"1/11/2017"	2	1	2	"A"	"360"	0.016958329	1.52962e-05	1.72686382	9.07127e-06	NA	NA	1.66402e-05	8.8307e-06	"B"	7	1	"1B7"	0.011117	0.0085637	1.3995	1.739	1.7366	6.8273	3.1643	2.1477	0.19766	0.030667	0.98937	2.1789	0.11645	0.26822	3.4872	0.70073	1.1199	1.9223	0.41693	0.91574	0.11466	0.88631	0.11797	1.0805	0.13074	0.68538	0.14241	0.63209	2.7432	0.17961	0.54038	0.17883	0.20713	0.54545	0.16814	0.16931	0.96589	0.24276	0.39624	0.7913	0.17543	1.8213	1.4788	0.32909	0.019921	0.001727	0.0065414	0.0014446	0.0033044	0.022792	0.01305	0.010494	0.01514	0.0030961	0.0062049	0.0050031	0.016259	0.0014252	0.0067446	0.001539	0.0085005	0.0016046	0.00078731	0.0011639	0.42145	0.30599	0.17405	0.36357	0.18783	1.1139	0.043049	0.026632	0.020685	0.015155	0.029205	0.047193	0.010525	0.011223	0.05613	0.0067881	0.019096	0.0029679	0.023494	0.0097742	0.0096646	0.0016425
"264A"	"1/11/2017"	2	6	4	"A"	"492,502"	0.09855834	NA	NA	NA	1.707326431	NA	0.013967535	NA	"B"	8	1	"1B8"	0.014122	0.009019	1.4835	2.1763	2.5333	6.7159	3.0221	1.8683	0.1678	0.027657	1.0483	1.1881	0.12408	0.25382	3.2118	1.5484	0.96385	1.9421	0.41682	0.8461	0.11744	0.83162	0.12327	1.0845	0.13315	0.68189	0.14207	0.63409	2.601	0.18635	0.50343	0.17271	0.20338	0.45868	0.17084	0.16238	0.91306	0.17288	0.40182	0.44133	0.19411	2.0116	1.394	0.33119	0.0047746	0.0010913	0.001361	0.0022486	0.014672	0.037493	0.0095476	0.0087442	0.011781	0.0022009	0.0033685	0.0064734	0.028988	0.0030656	0.00074902	0.0005613	0.0013659	0.0012026	0.00080342	0.00075846	0.35665	0.34132	0.12618	0.35928	0.1909	1.0585	0.039402	0.021749	0.021883	0.023174	0.020891	0.039974	0.0098264	0.01102	0.064437	0.0058632	0.0071099	0.0026121	0.016946	0.0010892	0.0043039	0.0071198
"272A"	"1/11/2017"	2	7	2	"A"	"500,502"	0.03255834	0	NA	NA	2.9095e-05	4.143949605	0.009856636	2.16082e-05	"B"	9	1	"1B9"	0.01189	0.008524	1.3926	2.1575	1.9919	6.3551	2.8582	1.8151	0.15929	0.025172	0.97765	1.1407	0.11783	0.23869	2.9309	1.0271	0.92095	1.8045	0.38298	0.78457	0.11407	0.73827	0.11538	0.98214	0.13221	0.65447	0.13668	0.57127	2.4442	0.17554	0.47938	0.16877	0.21449	0.41565	0.17174	0.15621	0.89282	0.22413	0.40264	0.67855	0.16178	1.9275	1.4117	0.32373	0.049408	0.0023021	0.0028718	0.011083	0.015242	0.033627	0.016394	0.0067654	0.0065723	0.0018334	0.0027183	0.0073778	0.013144	0.020334	0.0037538	0.012984	0.0022961	0.011168	0.00050615	9.1959e-05	0.32235	0.33579	0.038865	0.34791	0.1918	0.99564	0.09017	0.016701	0.045703	0.016413	0.023081	0.035312	0.021725	0.040615	0.012149	0.015134	0.0097323	0.0045105	0.049095	0.0015174	0.0089673	0.0017027
"172A"	"1/10/2017"	1	7	2	"A"	"500,502"	0.02216666	9.15289e-09	NA	2.14677e-05	NA	2.742680253	0.744853331	0.000661716	"B"	10	1	"1B10"	0.011062	0.0081479	1.3907	1.8914	1.9412	6.2198	2.7698	1.7414	0.15736	0.025218	0.99502	1.1209	0.11795	0.234	2.8643	0.77052	1.1111	1.7911	0.3849	0.77709	0.10818	0.76495	0.11463	1.1639	0.1275	0.64662	0.13497	0.57185	2.4046	0.17783	0.47507	0.16673	0.20777	0.41189	0.16979	0.15113	0.88544	0.22307	0.38865	0.682	0.14821	1.9218	1.3864	0.30182	0.056551	0.0023842	0.0025256	0.010071	0.027789	0.029212	0.018167	0.00675	0.0060723	0.0020313	0.002522	0.0069739	0.012012	0.018782	0.0033652	0.011156	0.0021326	0.011001	0.00084621	0.00041763	0.32263	0.3334	0.082362	0.34361	0.18879	0.98215	0.050095	0.023015	0.042601	0.015612	0.022592	0.033483	0.021785	0.038315	0.012036	0.015189	0.0095486	0.0046998	0.028184	0.00074875	0.0080107	0.0013074
"223A"	"1/11/2017"	2	2	3	"A"	"519"	0.26525833	NA	NA	NA	NA	NA	NA	46.85601681	"B"	11	1	"1B11"	0.008793	0.011216	1.0062	1.0196	1.8891	5.9895	3.6931	2.2216	1.4147	0.028	0.7424	1.1011	0.09695	0.26452	4.1302	0.52339	2.9391	2.0841	0.50439	1.043	0.099305	1.0978	0.091282	1.6619	0.095731	0.30863	0.10527	0.42986	2.7074	0.26715	1.3862	0.12094	0.032841	0.43822	0.16705	0.050848	0.80906	0.13039	0.31872	0.58906	0.12585	1.4201	1.0355	0.005123	0.0075943	0.0032272	0.0012528	0.0035143	0.0041841	0.031065	0.018576	0.0046505	0.0045817	0.0020471	0.0024011	0.0045617	0.026108	0.0036891	0.002213	0.0033087	0.0012314	0.0047038	0.001385	0.0020996	0.47809	0.17545	0.16129	0.26725	0.17855	1.2076	0.033094	0.015221	0.016628	0.018781	0.012463	0.029213	0.0064219	0.0099081	0.040858	0.0067071	0.0054858	0.0030738	0.12842	0.0014643	0.004547	0.0072006
